x,y
Corona1_1.jpg,1
Corona1_10.jpg,1
Corona1_11.jpg,1
Corona1_12.jpg,1
Corona1_13.jpg,1
Corona1_14.jpg,1
Corona1_15.jpg,1
Corona1_16.jpg,1
Corona1_17.jpg,1
Corona1_18.jpg,1
Corona1_19.jpg,1
Corona1_2.jpg,1
Corona1_20.jpg,1
Corona1_21.jpg,1
Corona1_22.jpg,1
Corona1_23.jpg,1
Corona1_24.jpg,1
Corona1_25.jpg,1
Corona1_26.jpg,1
Corona1_27.jpg,1
Corona1_28.jpg,1
Corona1_29.jpg,1
Corona1_3.jpg,1
Corona1_30.jpg,1
Corona1_31.jpg,1
Corona1_32.jpg,1
Corona1_33.jpg,1
Corona1_34.jpg,1
Corona1_35.jpg,1
Corona1_36.jpg,1
Corona1_37.jpg,1
Corona1_38.jpg,1
Corona1_39.jpg,1
Corona1_4.jpg,1
Corona1_40.jpg,1
Corona1_41.jpg,1
Corona1_42.jpg,1
Corona1_43.jpg,1
Corona1_44.jpg,1
Corona1_45.jpg,1
Corona1_46.jpg,1
Corona1_47.jpg,1
Corona1_48.jpg,1
Corona1_49.jpg,1
Corona1_5.jpg,1
Corona1_50.jpg,1
Corona1_51.jpg,1
Corona1_52.jpg,1
Corona1_53.jpg,1
Corona1_54.jpg,1
Corona1_55.jpg,1
Corona1_56.jpg,1
Corona1_57.jpg,1
Corona1_58.jpg,1
Corona1_59.jpg,1
Corona1_6.jpg,1
Corona1_60.jpg,1
Corona1_61.jpg,1
Corona1_62.jpg,1
Corona1_63.jpg,1
Corona1_64.jpg,1
Corona1_65.jpg,1
Corona1_66.jpg,1
Corona1_67.jpg,1
Corona1_68.jpg,1
Corona1_69.jpg,1
Corona1_7.jpg,1
Corona1_70.jpg,1
Corona1_71.jpg,1
Corona1_72.jpg,1
Corona1_73.jpg,1
Corona1_74.jpg,1
Corona1_75.jpg,1
Corona1_76.jpg,1
Corona1_77.jpg,1
Corona1_78.jpg,1
Corona1_79.jpg,1
Corona1_8.jpg,1
Corona1_80.jpg,1
Corona1_9.jpg,1
Corona2_1.jpg,1
Corona2_10.jpg,1
Corona2_11.jpg,1
Corona2_12.jpg,1
Corona2_13.jpg,1
Corona2_14.jpg,1
Corona2_15.jpg,1
Corona2_16.jpg,1
Corona2_17.jpg,1
Corona2_18.jpg,1
Corona2_19.jpg,1
Corona2_2.jpg,1
Corona2_20.jpg,1
Corona2_21.jpg,1
Corona2_22.jpg,1
Corona2_23.jpg,1
Corona2_24.jpg,1
Corona2_25.jpg,1
Corona2_26.jpg,1
Corona2_27.jpg,1
Corona2_28.jpg,1
Corona2_29.jpg,1
Corona2_3.jpg,1
Corona2_30.jpg,1
Corona2_31.jpg,1
Corona2_32.jpg,1
Corona2_33.jpg,1
Corona2_34.jpg,1
Corona2_35.jpg,1
Corona2_36.jpg,1
Corona2_37.jpg,1
Corona2_38.jpg,1
Corona2_39.jpg,1
Corona2_4.jpg,1
Corona2_40.jpg,1
Corona2_41.jpg,1
Corona2_42.jpg,1
Corona2_43.jpg,1
Corona2_44.jpg,1
Corona2_45.jpg,1
Corona2_5.jpg,1
Corona2_6.jpg,1
Corona2_7.jpg,1
Corona2_8.jpg,1
Corona2_9.jpg,1
Corona3_1.jpg,1
Corona3_10.jpg,1
Corona3_11.jpg,1
Corona3_12.jpg,1
Corona3_13.jpg,1
Corona3_14.jpg,1
Corona3_15.jpg,1
Corona3_2.jpg,1
Corona3_3.jpg,1
Corona3_4.jpg,1
Corona3_5.jpg,1
Corona3_6.jpg,1
Corona3_7.jpg,1
Corona3_8.jpg,1
Corona3_9.jpg,1
Corona_tran11_1.jpg,1
Corona_tran11_10.jpg,1
Corona_tran11_11.jpg,1
Corona_tran11_12.jpg,1
Corona_tran11_13.jpg,1
Corona_tran11_14.jpg,1
Corona_tran11_15.jpg,1
Corona_tran11_16.jpg,1
Corona_tran11_17.jpg,1
Corona_tran11_18.jpg,1
Corona_tran11_19.jpg,1
Corona_tran11_2.jpg,1
Corona_tran11_20.jpg,1
Corona_tran11_21.jpg,1
Corona_tran11_22.jpg,1
Corona_tran11_23.jpg,1
Corona_tran11_24.jpg,1
Corona_tran11_25.jpg,1
Corona_tran11_26.jpg,1
Corona_tran11_27.jpg,1
Corona_tran11_28.jpg,1
Corona_tran11_29.jpg,1
Corona_tran11_3.jpg,1
Corona_tran11_30.jpg,1
Corona_tran11_31.jpg,1
Corona_tran11_32.jpg,1
Corona_tran11_33.jpg,1
Corona_tran11_34.jpg,1
Corona_tran11_35.jpg,1
Corona_tran11_36.jpg,1
Corona_tran11_37.jpg,1
Corona_tran11_38.jpg,1
Corona_tran11_39.jpg,1
Corona_tran11_4.jpg,1
Corona_tran11_40.jpg,1
Corona_tran11_41.jpg,1
Corona_tran11_42.jpg,1
Corona_tran11_43.jpg,1
Corona_tran11_44.jpg,1
Corona_tran11_45.jpg,1
Corona_tran11_46.jpg,1
Corona_tran11_47.jpg,1
Corona_tran11_48.jpg,1
Corona_tran11_49.jpg,1
Corona_tran11_5.jpg,1
Corona_tran11_50.jpg,1
Corona_tran11_51.jpg,1
Corona_tran11_52.jpg,1
Corona_tran11_53.jpg,1
Corona_tran11_54.jpg,1
Corona_tran11_55.jpg,1
Corona_tran11_56.jpg,1
Corona_tran11_57.jpg,1
Corona_tran11_58.jpg,1
Corona_tran11_59.jpg,1
Corona_tran11_6.jpg,1
Corona_tran11_60.jpg,1
Corona_tran11_61.jpg,1
Corona_tran11_62.jpg,1
Corona_tran11_63.jpg,1
Corona_tran11_64.jpg,1
Corona_tran11_65.jpg,1
Corona_tran11_66.jpg,1
Corona_tran11_67.jpg,1
Corona_tran11_68.jpg,1
Corona_tran11_69.jpg,1
Corona_tran11_7.jpg,1
Corona_tran11_70.jpg,1
Corona_tran11_71.jpg,1
Corona_tran11_72.jpg,1
Corona_tran11_73.jpg,1
Corona_tran11_74.jpg,1
Corona_tran11_75.jpg,1
Corona_tran11_76.jpg,1
Corona_tran11_77.jpg,1
Corona_tran11_78.jpg,1
Corona_tran11_79.jpg,1
Corona_tran11_8.jpg,1
Corona_tran11_80.jpg,1
Corona_tran11_9.jpg,1
Corona_tran12_1.jpg,1
Corona_tran12_10.jpg,1
Corona_tran12_11.jpg,1
Corona_tran12_12.jpg,1
Corona_tran12_13.jpg,1
Corona_tran12_14.jpg,1
Corona_tran12_15.jpg,1
Corona_tran12_16.jpg,1
Corona_tran12_17.jpg,1
Corona_tran12_18.jpg,1
Corona_tran12_19.jpg,1
Corona_tran12_2.jpg,1
Corona_tran12_20.jpg,1
Corona_tran12_21.jpg,1
Corona_tran12_22.jpg,1
Corona_tran12_23.jpg,1
Corona_tran12_24.jpg,1
Corona_tran12_25.jpg,1
Corona_tran12_26.jpg,1
Corona_tran12_27.jpg,1
Corona_tran12_28.jpg,1
Corona_tran12_29.jpg,1
Corona_tran12_3.jpg,1
Corona_tran12_30.jpg,1
Corona_tran12_31.jpg,1
Corona_tran12_32.jpg,1
Corona_tran12_33.jpg,1
Corona_tran12_34.jpg,1
Corona_tran12_35.jpg,1
Corona_tran12_36.jpg,1
Corona_tran12_37.jpg,1
Corona_tran12_38.jpg,1
Corona_tran12_39.jpg,1
Corona_tran12_4.jpg,1
Corona_tran12_40.jpg,1
Corona_tran12_41.jpg,1
Corona_tran12_42.jpg,1
Corona_tran12_43.jpg,1
Corona_tran12_44.jpg,1
Corona_tran12_45.jpg,1
Corona_tran12_5.jpg,1
Corona_tran12_6.jpg,1
Corona_tran12_7.jpg,1
Corona_tran12_8.jpg,1
Corona_tran12_9.jpg,1
Corona_tran13_1.jpg,1
Corona_tran13_10.jpg,1
Corona_tran13_11.jpg,1
Corona_tran13_12.jpg,1
Corona_tran13_13.jpg,1
Corona_tran13_14.jpg,1
Corona_tran13_15.jpg,1
Corona_tran13_2.jpg,1
Corona_tran13_3.jpg,1
Corona_tran13_4.jpg,1
Corona_tran13_5.jpg,1
Corona_tran13_6.jpg,1
Corona_tran13_7.jpg,1
Corona_tran13_8.jpg,1
Corona_tran13_9.jpg,1
Corona_tran21_1.jpg,1
Corona_tran21_10.jpg,1
Corona_tran21_11.jpg,1
Corona_tran21_12.jpg,1
Corona_tran21_13.jpg,1
Corona_tran21_14.jpg,1
Corona_tran21_15.jpg,1
Corona_tran21_16.jpg,1
Corona_tran21_17.jpg,1
Corona_tran21_18.jpg,1
Corona_tran21_19.jpg,1
Corona_tran21_2.jpg,1
Corona_tran21_20.jpg,1
Corona_tran21_21.jpg,1
Corona_tran21_22.jpg,1
Corona_tran21_23.jpg,1
Corona_tran21_24.jpg,1
Corona_tran21_25.jpg,1
Corona_tran21_26.jpg,1
Corona_tran21_27.jpg,1
Corona_tran21_28.jpg,1
Corona_tran21_29.jpg,1
Corona_tran21_3.jpg,1
Corona_tran21_30.jpg,1
Corona_tran21_31.jpg,1
Corona_tran21_32.jpg,1
Corona_tran21_33.jpg,1
Corona_tran21_34.jpg,1
Corona_tran21_35.jpg,1
Corona_tran21_36.jpg,1
Corona_tran21_37.jpg,1
Corona_tran21_38.jpg,1
Corona_tran21_39.jpg,1
Corona_tran21_4.jpg,1
Corona_tran21_40.jpg,1
Corona_tran21_41.jpg,1
Corona_tran21_42.jpg,1
Corona_tran21_43.jpg,1
Corona_tran21_44.jpg,1
Corona_tran21_45.jpg,1
Corona_tran21_46.jpg,1
Corona_tran21_47.jpg,1
Corona_tran21_48.jpg,1
Corona_tran21_49.jpg,1
Corona_tran21_5.jpg,1
Corona_tran21_50.jpg,1
Corona_tran21_51.jpg,1
Corona_tran21_52.jpg,1
Corona_tran21_53.jpg,1
Corona_tran21_54.jpg,1
Corona_tran21_55.jpg,1
Corona_tran21_56.jpg,1
Corona_tran21_57.jpg,1
Corona_tran21_58.jpg,1
Corona_tran21_59.jpg,1
Corona_tran21_6.jpg,1
Corona_tran21_60.jpg,1
Corona_tran21_61.jpg,1
Corona_tran21_62.jpg,1
Corona_tran21_63.jpg,1
Corona_tran21_64.jpg,1
Corona_tran21_65.jpg,1
Corona_tran21_66.jpg,1
Corona_tran21_67.jpg,1
Corona_tran21_68.jpg,1
Corona_tran21_69.jpg,1
Corona_tran21_7.jpg,1
Corona_tran21_70.jpg,1
Corona_tran21_71.jpg,1
Corona_tran21_72.jpg,1
Corona_tran21_73.jpg,1
Corona_tran21_74.jpg,1
Corona_tran21_75.jpg,1
Corona_tran21_76.jpg,1
Corona_tran21_77.jpg,1
Corona_tran21_78.jpg,1
Corona_tran21_79.jpg,1
Corona_tran21_8.jpg,1
Corona_tran21_80.jpg,1
Corona_tran21_9.jpg,1
Corona_tran22_1.jpg,1
Corona_tran22_10.jpg,1
Corona_tran22_11.jpg,1
Corona_tran22_12.jpg,1
Corona_tran22_13.jpg,1
Corona_tran22_14.jpg,1
Corona_tran22_15.jpg,1
Corona_tran22_16.jpg,1
Corona_tran22_17.jpg,1
Corona_tran22_18.jpg,1
Corona_tran22_19.jpg,1
Corona_tran22_2.jpg,1
Corona_tran22_20.jpg,1
Corona_tran22_21.jpg,1
Corona_tran22_22.jpg,1
Corona_tran22_23.jpg,1
Corona_tran22_24.jpg,1
Corona_tran22_25.jpg,1
Corona_tran22_26.jpg,1
Corona_tran22_27.jpg,1
Corona_tran22_28.jpg,1
Corona_tran22_29.jpg,1
Corona_tran22_3.jpg,1
Corona_tran22_30.jpg,1
Corona_tran22_31.jpg,1
Corona_tran22_32.jpg,1
Corona_tran22_33.jpg,1
Corona_tran22_34.jpg,1
Corona_tran22_35.jpg,1
Corona_tran22_36.jpg,1
Corona_tran22_37.jpg,1
Corona_tran22_38.jpg,1
Corona_tran22_39.jpg,1
Corona_tran22_4.jpg,1
Corona_tran22_40.jpg,1
Corona_tran22_41.jpg,1
Corona_tran22_42.jpg,1
Corona_tran22_43.jpg,1
Corona_tran22_44.jpg,1
Corona_tran22_45.jpg,1
Corona_tran22_5.jpg,1
Corona_tran22_6.jpg,1
Corona_tran22_7.jpg,1
Corona_tran22_8.jpg,1
Corona_tran22_9.jpg,1
Corona_tran23_1.jpg,1
Corona_tran23_10.jpg,1
Corona_tran23_11.jpg,1
Corona_tran23_12.jpg,1
Corona_tran23_13.jpg,1
Corona_tran23_14.jpg,1
Corona_tran23_15.jpg,1
Corona_tran23_2.jpg,1
Corona_tran23_3.jpg,1
Corona_tran23_4.jpg,1
Corona_tran23_5.jpg,1
Corona_tran23_6.jpg,1
Corona_tran23_7.jpg,1
Corona_tran23_8.jpg,1
Corona_tran23_9.jpg,1
Corona_tran31_1.jpg,1
Corona_tran31_10.jpg,1
Corona_tran31_11.jpg,1
Corona_tran31_12.jpg,1
Corona_tran31_13.jpg,1
Corona_tran31_14.jpg,1
Corona_tran31_15.jpg,1
Corona_tran31_16.jpg,1
Corona_tran31_17.jpg,1
Corona_tran31_18.jpg,1
Corona_tran31_19.jpg,1
Corona_tran31_2.jpg,1
Corona_tran31_20.jpg,1
Corona_tran31_21.jpg,1
Corona_tran31_22.jpg,1
Corona_tran31_23.jpg,1
Corona_tran31_24.jpg,1
Corona_tran31_25.jpg,1
Corona_tran31_26.jpg,1
Corona_tran31_27.jpg,1
Corona_tran31_28.jpg,1
Corona_tran31_29.jpg,1
